IoU_Threshold,Recall,Precision,F1_Score,True_Positive_Count,False_Positive_Count,False_Negative_Count
0.1,0.9773486471481707,0.9264933571111882,0.9511044487171754,333.2,26.7,7.9
0.12,0.9773486471481707,0.9264933571111882,0.9511044487171754,333.2,26.7,7.9
0.14,0.9773486471481707,0.9264933571111882,0.9511044487171754,333.2,26.7,7.9
0.16,0.9773486471481707,0.9264933571111882,0.9511044487171754,333.2,26.7,7.9
0.18,0.9770819804815041,0.926233616851448,0.9508412908224386,333.1,26.8,8.0
0.2,0.9767761700839506,0.9259351093887613,0.9505391760188132,333.0,26.9,8.1
0.22,0.9765322676449262,0.9257103902876377,0.9503052578901581,332.9,27.0,8.2
0.24,0.9765322676449262,0.9257103902876377,0.9503052578901581,332.9,27.0,8.2
0.26,0.9754162784850345,0.9246568932938424,0.9492214995218806,332.5,27.4,8.6
0.28,0.9751496118183679,0.924397153034102,0.9489583416271437,332.4,27.5,8.7
0.3,0.9751496118183679,0.924397153034102,0.9489583416271437,332.4,27.5,8.7
0.32,0.9745733476284814,0.9238618638639071,0.9484033223221244,332.2,27.7,8.9
0.34,0.9743294451894571,0.9236371447627836,0.9481694041934695,332.1,27.8,9.0
0.36,0.9721538553291668,0.9215670670690603,0.9460481879058623,331.4,28.5,9.7
0.38,0.9715268960815179,0.9209718289738223,0.9454375008829615,331.2,28.7,9.9
0.4,0.9706766412395199,0.9201542950219601,0.9446040132191962,330.9,29.0,10.2
0.42,0.9684031431693017,0.9179861553616941,0.9423848737560906,330.1,29.8,11.0
0.44,0.9653653881723203,0.915131085841241,0.9394416307974783,329.1,30.8,12.0
0.46,0.9625007745607108,0.9123957879762685,0.9366435342969588,328.1,31.8,13.0
0.48,0.9599305207146488,0.9099590673234749,0.9341421471525496,327.2,32.7,13.9
0.5,0.9557041808954347,0.9059355951458791,0.9300204334067427,325.8,34.1,15.3
0.52,0.9506687760223859,0.9011606214508342,0.9251196202569087,324.2,35.7,16.9
